cholesterol,diabetes,smoking,obesity,inactive,lesshighschool,gini,poverty,asian,black,age65,hisp,male,marri,racialseg,socialvul,large central metro,large fringe metro,medium/small metro,nonmetro,outpatientcost
41.5,14.2,26.2,37.6,36.5,20.9,0.433,19.6,0.7,0.2,20.7,7.7,51.204704,60.50676,0.38,0.88730001,0,0,0,1,4163
43.4,14.6,25,25.7,28.4,18.2,0.455,22.4,0.6,0.6,25.3,2.4,50.5564,62.48111,0.43000001,0.43759999,0,0,0,1,4764
35.6,13.3,23.2,34.8,29.6,15.9,0.469,15.9,4.4,6.7,15.6,14.2,48.861595,51.508709,0.31999999,0.83279997,0,0,1,0,3014
39,13.6,24.1,32.4,35.1,23.5,0.46,17.7,0.9,4.7,13.9,33.4,50.254669,54.96806,0.40000001,0.76749998,0,0,0,1,3408
43.5,19.2,25.5,41.3,35.8,16.5,0.477,23.3,0,0.7,25.9,2.2,48.993523,52.944901,0.47999999,0.61909997,0,0,0,1,11623
45.2,10.6,24.6,41,32.2,18.8,0.461,19.3,0.5,0,26.7,1.9,49.61924,57.168594,0.38,0.51020002,0,0,0,1,4969
39,11.2,21.6,34.7,36.7,15.1,0.47,18.9,0.6,32.6,17.2,3.9,48.419479,50.994473,0.5,0.80540001,0,0,0,1,3239
43.2,13.4,23.1,37.7,24.8,14.9,0.45,19.9,0.3,0.4,25.6,3.1,49.357048,58.155014,0.37,0.72259998,0,0,0,1,4249
32.3,9.8,20.5,32,26.6,15,0.485,15.1,4.6,3.5,11.4,16.7,49.90163,49.260319,0.33000001,0.67449999,0,0,1,0,2711
36.2,16.1,22.9,33,33.4,15.6,0.461,15.4,0.7,4.2,16.1,4.3,48.848431,53.328083,0.30000001,0.7446,0,0,0,1,3643
41.5,25.3,24.5,33,35.9,18.3,0.5,27.1,0.9,28.1,22.7,0.4,46.01255,53.659908,0.55000001,0.84899998,0,0,0,1,4409
38.8,11.5,24,36.9,35,21.8,0.437,15.6,0.9,2,17.4,20.1,50.107155,53.609268,0.41999999,0.87830001,0,0,0,1,3794
28.4,6.7,11.3,22,14.5,11.6,0.462,8.9,30,10.3,13.5,22.3,49.163303,50.448475,0.25,0.47009999,1,0,0,0,2591
38,4.6,16.9,16.8,17.7,8.8,0.493,17.2,0.9,0.8,29.9,12.5,53.320499,50,0.56999999,0.72869998,0,0,0,1,6509
37,14.2,14.6,29.8,21.2,10,0.449,9.8,1.3,2.2,26.7,13.8,53.709438,55.25174,0.23,0.5334,0,0,0,1,2816
33.9,9.3,15.3,30.3,22.2,10.8,0.494,16.1,4.6,1.4,18,16.3,49.480331,44.325634,0.20999999,0.8064,0,0,1,0,3760
38.5,7.4,13.9,28.1,24,9.8,0.441,12.1,1.5,0.6,27.5,12,49.793468,52.516388,0.2,0.235,0,0,0,1,4756
33.9,14.7,15.3,38.8,25.7,28.7,0.455,12,1.4,1.1,14.4,59.3,51.244522,55.967449,0.36000001,0.74360001,0,0,0,1,3564
30.7,7.5,11,24.9,15.8,10.5,0.467,7.9,16.9,8.3,15.4,25.5,48.894859,53.527988,0.25,0.4057,0,1,0,0,2579
35.7,15.8,18.8,33.9,32.7,19.9,0.474,17.9,3.2,3.2,17.2,19.7,53.627934,45.331795,0.30000001,0.97130001,0,0,0,1,3136
36,5.9,12.7,25.2,17,6.6,0.456,8.7,4.7,0.7,20.5,12.8,49.809349,57.723362,0.23,0.1838,0,1,0,0,3809
31.7,9.6,15.7,33,22.6,24,0.475,20.5,10.2,4.4,12,53,49.886799,46.594303,0.28,0.96109998,0,0,1,0,2259
35.2,10.1,16.6,34.1,20.8,25.2,0.444,12.1,2.9,0.6,15.9,41.7,50.822132,58.906689,0.34,0.88950002,0,0,0,1,3869
33.7,8.8,16.1,24.8,15.6,9.5,0.484,19.1,3.3,0.9,17.3,11.5,49.710167,41.584698,0.27000001,0.76050001,0,0,0,1,3722
33.1,8.9,15.4,32.8,27,30.3,0.47,22,1.4,2.1,12.6,84.2,51.328991,45.219566,0.36000001,0.99779999,0,0,1,0,3891
36.3,9,14.1,27.1,26,11.4,0.41,11.7,1.9,0.7,22.8,22.3,50.408855,49.253731,0.38999999,0.57010001,0,0,0,1,8478
32.4,9.9,16.8,31.1,25.1,25.9,0.467,19,4.7,5.1,10.7,53.3,51.241776,48.952297,0.31999999,0.9659,0,0,1,0,2899
31.3,13.5,17.1,34,24.7,26.6,0.427,16,3.8,5.8,10,54.4,55.076283,48.284901,0.23999999,0.97070003,0,0,1,0,2559
38,7.9,17.1,22.7,21.2,14.2,0.482,18.3,1.1,2,22.3,20.5,49.637821,47.562031,0.25999999,0.91780001,0,0,0,1,8038
32.1,14.5,18.5,32.8,33.4,16.8,0.417,16.5,2.1,8.4,14.2,18.9,65.974434,45.87455,0.28999999,0.59969997,0,0,0,1,4454
33,8.4,12.7,21.8,16.3,20.9,0.5,13.4,14.6,78.3,13.3,48.4,49.291748,45.185215,0.36000001,0.76819998,1,0,0,0,2190
33.6,11.5,16.5,36.7,29.4,28.1,0.442,17.6,2,3,13.8,57.7,48.234287,51.718655,0.36000001,0.95410001,0,0,1,0,2183
34.7,6.3,9.2,17.5,12.3,6.7,0.518,6.9,5.9,2.1,21.6,15.9,48.839939,54.254635,0.25999999,0.2701,0,1,0,0,3043
38.3,5.3,14.5,16.1,15.7,9.4,0.423,15.1,1.5,1.4,27.5,11.2,50.929966,55.727676,0.20999999,0.52929997,0,0,0,1,3945
36.5,8.4,15.8,30.5,15.3,13.5,0.47,14,2.2,0.7,21.2,25.1,49.575806,48.011841,0.31,0.8818,0,0,0,1,5803
32.6,13,16.3,33.4,27.4,30.9,0.472,17,7.4,2.8,11,59.6,50.477554,48.450901,0.23,0.97170001,0,0,1,0,2430
39.4,8.3,17,26.1,21.5,15.2,0.4,20.5,1.2,1.5,27,14.4,51.93668,51.299225,0.47,0.75160003,0,0,0,1,5442
33.1,10,13.9,28.2,12.7,11.4,0.415,10.1,2.5,0.4,14.3,27,53.347309,39.732399,0.31,0.1408,0,0,0,1,6257
33,8.7,13.6,24.8,18.9,28.5,0.457,12.6,5.8,2.4,13.2,58.6,50.991211,48.362389,0.34999999,0.79900002,0,0,1,0,2872
33.9,8.2,11.8,23.7,16.7,14.5,0.471,7.4,8.2,1.9,18.6,34,49.85067,51.524982,0.28,0.50510001,0,0,1,0,3689
37.8,3.5,12.5,18.1,11.6,5.6,0.47,9.4,1.1,0.4,26.5,9.4,49.319859,54.094807,0.23,0.2045,0,0,0,1,3965
34.7,7.8,10.7,19.4,14.2,14.5,0.469,9.5,20.5,1.6,14.4,3.4,49.362698,51.951653,0.28999999,0.41909999,1,0,0,0,2735
34.2,5.4,11.1,20.2,12.8,5.5,0.447,6.6,7.5,1.6,19.1,13.9,48.808338,57.67197,0.18000001,0.15189999,0,1,0,0,3105
38.8,4.6,14,23.8,20.7,4.9,0.467,13.2,1.5,0.7,27.1,8.9,49.742764,53.624542,0.30000001,0.26530001,0,0,0,1,6299
33.5,9,13.4,28.3,19.1,18,0.457,11.3,6.5,6.1,14.1,4.8,49.802628,50.259209,0.23999999,0.79390001,1,0,0,0,3424
31.4,8.8,14,29.7,19.6,12.3,0.454,12.6,15.5,9.4,13.7,23.1,48.866585,48.112972,0.20999999,0.73379999,1,0,0,0,2786
32.1,9.1,13.1,35.4,25.4,19.5,0.405,10.4,2.9,0.7,12.5,59.7,49.938717,52.366337,0.23,0.52450001,0,1,0,0,2808
30.1,10.3,15.1,30.6,22,20,0.438,13.3,7.2,7.8,11.3,5.3,49.778992,48.276306,0.23999999,0.90100002,0,1,0,0,2727
30.5,7.3,13,20.1,14.7,12.6,0.463,10.3,11.6,4.7,13.7,3.3,50.346146,49.310661,0.27000001,0.5596,1,0,0,0,2806
29.6,6,11.7,17,14.6,11.5,0.51,9.5,34.4,5,15.4,15.2,51.00639,41.667614,0.22,0.39109999,1,0,0,0,3197
33.2,9.8,14.8,35.3,25.4,20.7,0.453,13.6,15.7,6.7,12.5,41.4,49.845207,50.091213,0.23,0.88919997,0,0,1,0,2396
32.1,7.7,12.4,28.5,14.9,8.7,0.45,11.6,3.6,1.7,19.4,22.5,50.681694,49.5602,0.23999999,0.3739,0,0,1,0,2562
30.3,7.1,10.1,22.6,15.2,10.4,0.485,6.1,28.4,2.1,15.8,24.3,49.428802,54.106255,0.27000001,0.26499999,0,1,0,0,3278
31.5,7.5,12.6,24.1,13.7,19.1,0.482,12,5.4,1.8,15,45.3,50.054966,46.476875,0.27000001,0.71109998,0,0,1,0,2543
29.8,8.1,9.7,19.7,15.7,11.6,0.466,6.1,36.6,2.3,13.2,25.4,50.554459,54.743011,0.25,0.35569999,1,0,0,0,2893
30.6,5.5,12,19,10.7,13.7,0.482,10.6,4.6,0.9,15.8,33.5,49.508327,45.860611,0.31999999,0.54299998,0,0,1,0,2476
35.3,10.5,16.1,26.4,15.8,8.9,0.459,13.3,3.3,1.1,20.2,10,49.130081,52.300282,0.18000001,0.7022,0,0,1,0,2717
39.8,4.2,14.4,19.9,22.2,7.6,0.459,12.7,0,0,29.3,10.6,53.453949,51.454823,0.33000001,0.045200001,0,0,0,1,4207
38.4,7.4,15.9,34.7,23.4,9.8,0.477,17.4,1.8,1.5,24.7,12.5,49.940186,51.860569,0.34,0.72229999,0,0,0,1,5496
32.1,8.3,13.6,29,21.9,11.6,0.421,9,15.8,13.5,15.2,26.4,49.751827,50.687466,0.19,0.59109998,0,0,1,0,2789
32.2,6.8,12.4,23.7,15.1,11.2,0.454,7.2,4.3,1.4,19,26.7,48.831268,49.519821,0.22,0.40349999,0,0,1,0,3433
31.8,9.7,15.7,31.4,22.9,21.1,0.44,13,6,2.8,12.8,46.2,49.498154,50.207233,0.20999999,0.86750001,0,0,1,0,2834
33.8,12.1,15.6,29.7,28.7,21.8,0.453,12.8,15.9,1.7,15,30.9,49.803867,55.311172,0.20999999,0.8822,0,0,1,0,2422
36.6,8.9,17.3,34.3,27,15.5,0.466,16.3,1.5,0.7,19.3,24.9,49.713669,52.661152,0.25999999,0.96240002,0,0,0,1,3757
40.2,6.5,17.2,28.9,19,7.6,0.464,16.5,1.8,1,26.9,7.2,51.456692,50.155308,0.27000001,0.74110001,0,0,0,1,3753
33.3,10.9,17.5,37.1,26.2,29.2,0.473,18.9,3.3,1.2,11.2,64.5,50.003681,49.835781,0.28999999,0.94169998,0,0,1,0,2687
37,5.6,14.4,29.5,21,9.3,0.483,11.3,1.5,1.7,25.6,12.2,52.015911,52.887009,0.27000001,0.46880001,0,0,0,1,5147
33,7.7,12.1,19.9,17.8,15,0.446,8.2,7.3,1.6,15.1,42.6,49.466457,51.160118,0.30000001,0.48280001,0,0,1,0,2330
29.4,8,12.9,24.5,14.8,13.5,0.493,16.9,14.2,2.4,12.1,31.6,48.51025,45.817337,0.2,0.67680001,0,1,0,0,3014
32,12.6,17.2,29.4,31.6,17.7,0.426,15.2,7,3.3,12.3,28.2,51.008381,52.800163,0.18000001,0.94199997,0,0,1,0,2984
32.5,7.6,19,28.5,18.8,16.2,0.405,9.3,3.9,3.2,10.1,40,50.485214,50.628525,0.20999999,0.58920002,0,1,0,0,3571
31.8,7.3,18.3,31.1,20.7,13.1,0.487,19.6,1.3,0.4,13.2,46.7,50.034145,47.81995,0.25,0.94520003,0,0,0,1,5256
31,6.8,15.2,22.5,16,7.4,0.452,7.2,6.1,10.4,12.7,19.2,49.484921,51.599972,0.22,0.26620001,0,1,0,0,3275
38.5,3.8,14.4,24.7,10.1,7.7,0.451,10.8,1,1.3,25.5,18.3,50.230137,63.662197,0.28999999,0.257,0,0,0,1,6049
38.9,10.6,19.5,31.6,25.8,13.8,0.456,19.3,0,0.9,26,10.9,48.975006,62.312412,0.49000001,0.60860002,0,0,0,1,6300
35.1,11.7,22,33,23,15.2,0.453,34.4,0.2,3.6,17.9,32,64.541214,45.655609,0.25999999,0.89810002,0,0,0,1,4728
28.7,5.2,12.3,14.2,8.8,5,0.485,10.7,4.7,0.8,13.7,13.8,50.296425,47.288605,0.25,0.17039999,0,0,1,0,2718
29.3,6.6,12.6,19.3,11.9,3.1,0.434,4.1,6.4,1.1,13.3,12.3,49.814396,57.518311,0.17,0.048999999,0,1,0,0,3692
36.2,6.1,16.3,16.2,14.2,6.5,0.423,11,1.4,1.6,25,10,53.627857,58.758121,0.34999999,0.23890001,0,0,0,1,6292
36.3,7.1,17.7,24.1,23.1,8.4,0.437,13.7,2.3,0,16.5,17,49.950642,57.359737,0.57999998,0.25889999,0,0,0,1,6881
34.5,4.7,13.7,21.4,12.6,1.4,0.421,7.4,1.1,1,19.4,6.9,50.32122,51.490841,0.28999999,0.0197,0,1,0,0,2050
36.3,8.2,17.9,27,21.3,12,0.453,19.9,0.4,0.4,18.6,52.4,50.295277,52.516068,0.44,0.9325,0,0,0,1,6421
41.3,14.8,18.4,24.8,22.6,19,0.499,24.6,1.2,0.3,27.3,61.8,53.004005,48.062016,0.56999999,0.93790001,0,0,0,1,4351
32.5,8.1,24.3,29.4,27.4,13.9,0.401,40,0.5,3.5,13.4,31.8,63.503651,39.562778,0.23,0.89300001,0,0,0,1,3659
40.4,7.9,15.1,21.6,16.3,6.4,0.415,11.8,0,2.8,36,9.2,51.130653,69.995277,0.44999999,0.24330001,0,0,0,1,2507
39.6,8,19.6,23.7,16.8,9.3,0.481,15.1,0.8,0.5,25.3,15.2,50.557827,56.417667,0.30000001,0.68660003,0,0,0,1,4337
27.9,5.6,16.1,17.7,13,12,0.491,12.1,3.7,8.8,11.5,29.8,50.074123,41.220928,0.31999999,0.4197,1,0,0,0,3433
39.1,5.2,18.2,22.1,14.6,6.2,0.431,12.8,0,0,27.6,7,56.112007,60.760353,0.40000001,0.1516,0,0,0,1,4721
31.5,5.2,10.8,19.9,8.8,1.9,0.399,2.7,4.8,1.3,11.4,8.6,49.913254,64.62114,0.14,0.015,0,1,0,0,3070
29.5,4.4,13.9,16,11.7,11.7,0.469,7.9,0.7,1.1,10.7,29.5,53.144604,51.130188,0.40000001,0.13689999,0,0,0,1,4349
34.9,5.1,14.8,24.8,15.1,3.3,0.401,5.7,0.8,0.3,15.5,6.9,50.627991,64.104729,0.23,0,0,1,0,0,2748
30.8,6.4,15.2,22.8,15.5,5.8,0.432,8.8,3,5.9,12.5,17.1,50.488716,54.394447,0.17,0.39269999,0,0,1,0,2885
35.9,6.8,20.5,30.5,19.2,9.9,0.436,16.1,0.6,4.4,21.2,13.2,58.322945,53.989098,0.28999999,0.65249997,0,0,0,1,3991
30.3,4.5,17.1,24.4,16.4,11.9,0.403,9.6,0.9,0.4,12.7,28.4,50.984676,58.731766,0.28,0.35100001,0,0,0,1,6019
34.2,4.5,14.6,21.4,13.5,1.5,0.447,6.8,0,0.3,17.9,8.3,50.648056,58.054256,0.27000001,0.0022,0,1,0,0,2942
34.3,5.4,16.9,17.8,12.9,5.4,0.414,8.1,1.5,1,16.7,8.8,52.845848,52.353119,0.36000001,0.098700002,0,0,0,1,4973
29.1,3.2,14.5,14.2,12,2.6,0.432,11.6,0.5,0.3,13,9.4,54.166172,41.426594,0.37,0.1392,0,0,0,1,6534
38.4,6.9,13.9,24,18.7,6.3,0.443,8.9,0.4,0,24.5,5.7,44.924152,69.65699,0.52999997,0.062399998,0,0,0,1,4193
40.8,5.9,15.7,26.5,19.2,7.6,0.434,20,0,0.1,31.2,34.2,49.228928,55.522697,0.43000001,0.59549999,0,0,0,1,4452
37.6,8,18.8,24.4,27.1,12.6,0.391,12.6,0,0,28.3,17.4,51.387787,64.476021,0.5,0.1137,0,0,0,1,5433
33,5.4,14.6,20.8,12.8,5.5,0.433,7.2,2.8,1,16,15.3,49.828289,53.417233,0.19,0.062700003,0,1,0,0,3034
37.3,6.2,18,28.7,27.3,4.3,0.443,13.5,0,0.4,24.7,4.8,48.488918,56.045895,0.56,0.3188,0,0,0,1,6404
35.8,9.2,18.2,32.3,20.7,10.5,0.46,13.2,0.4,2.4,18.3,19,53.632336,64.455696,0.41999999,0.51529998,0,0,0,1,6124
32.5,7.7,18.6,27.1,16,16.3,0.441,11.4,0.8,0.1,10.6,32.3,55.579926,48.095951,0.34999999,0.4452,0,0,0,1,6054
32.7,4.6,15.7,18,13,4.5,0.47,11.3,0.7,0.4,16.5,12.7,50.342522,52.717079,0.28,0.1086,0,0,0,1,4130
29,5,13.8,20.8,11.3,4.1,0.446,10.3,2.2,0.9,15.1,11.5,49.886017,50.94471,0.20999999,0.1194,0,0,1,0,4249
37.9,10.5,17,31.5,24.6,12.1,0.471,17.6,0.9,0.7,23.7,41.5,52.467403,54.129417,0.30000001,0.8373,0,0,0,1,5915
33.8,5.9,20.3,30.1,23.6,9.1,0.474,17,0.6,8,17.4,22.5,63.760071,48,0.38,0.48570001,0,0,0,1,6521
32.1,8.8,18.5,36.2,21.5,10.4,0.422,12.9,1.7,0.8,17.1,16.7,54.003574,49.440979,0.34,0.62800002,0,0,0,1,5513
32.3,7.4,17.6,25.7,14,9.5,0.442,11.2,1,0.5,18.6,14.5,49.333412,52.416214,0.2,0.57550001,0,0,1,0,3345
38.7,5.9,13.4,18.4,15.1,2.6,0.376,9.4,0.4,0.9,26.8,9.5,51.213593,67.071526,0.49000001,0.0261,0,0,0,1,2826
33.8,7.2,19.8,20.5,20.4,11.3,0.442,12.2,0.1,0.9,13.8,15.5,51.778778,57.264542,0.28,0.54710001,0,0,0,1,8324
37.1,10.2,18.7,28.2,18.3,10,0.416,14.9,0.8,0.2,21.5,12.5,49.456417,55.556076,0.37,0.4946,0,0,0,1,5621
37.1,5.9,17.6,20.2,17.2,11,0.452,13.2,1,0.2,23.1,20.6,49.239552,60.853676,0.28,0.71530002,0,0,0,1,3837
33.6,8.2,19,34.9,21.1,21.1,0.408,11.9,0.7,3.6,15.4,36.1,50.313847,58.90448,0.38,0.7414,0,0,0,1,5663
37.1,10.7,19.4,34.7,22.7,12.8,0.457,24.2,0.9,0.6,20.1,41.8,48.703644,50.992565,0.36000001,0.95609999,0,0,0,1,4445
37.2,4.3,12.8,20.7,13.8,2.2,0.467,6.9,0.7,0.3,27.7,2,50.813179,63.738903,0.38,0.0239,0,0,0,1,3086
36.6,4,15.5,19.5,15.4,2.3,0.398,8.6,0.6,0.1,20,6.1,53.254604,59.793419,0.27000001,0.0006,0,1,0,0,2967
36.2,7.2,16.2,31.7,20.9,11.5,0.395,10.4,0.5,0.1,17.3,23.9,51.888111,59.418533,0.54000002,0.29550001,0,0,0,1,12400
32.5,3.1,11.8,14.9,11.5,3.1,0.509,6.2,2.2,0.9,17.8,10,52.125404,40.002575,0.28,0.0656,0,0,0,1,7961
35.4,11.2,18.3,35.7,19.6,19.5,0.443,18.2,0.5,0.7,17.4,38,51.006489,52.951736,0.31999999,0.93919998,0,0,0,1,6600
34.8,8.5,19.1,31,22.2,10.3,0.455,17.8,0.7,1.5,18.2,42.9,49.245098,47.085224,0.22,0.86690003,0,0,1,0,3193
33.5,5.6,18.2,23.2,17.6,8.1,0.41,10.3,0.1,0.4,15.2,10.2,51.065163,52.965679,0.41,0.34009999,0,0,0,1,8733
36.1,9,17,29.1,22.4,13,0.466,14.4,0.1,0.5,19.4,44.4,49.818665,55.483311,0.41,0.95859998,0,0,0,1,5930
31.5,4.8,14.5,16.1,9.9,3.2,0.463,7.2,1.1,0.9,14.6,6.9,52.026165,51.713844,0.28999999,0.0634,0,0,0,1,4059
40,10.9,19,26.8,24.4,16.9,0.452,25.4,0,0.5,22.4,36.3,49.802792,57.663826,0.58999997,0.80699998,0,0,0,1,4495
38.4,5.4,16.2,20.9,16.3,6.2,0.397,13.7,0,0,24.8,8.4,49.57555,51.149426,0.46000001,0.1283,0,0,0,1,4132
31.7,3.2,13.8,16.3,15.1,3.2,0.518,9.9,1.6,0,13.5,10.6,52.677353,49.985325,0.28,0.033100002,0,0,0,1,3296
38,8.6,17.5,25.7,25.7,13,0.507,14.6,0.9,0.8,23.1,13.4,47.760551,53.993435,0.51999998,0.6936,0,0,0,1,10260
30.3,4.1,15.1,15.3,10.2,7.1,0.405,6.4,0.7,1,12.8,14.2,54.474861,44.691051,0.33000001,0.070699997,0,0,0,1,3398
37.4,5,16,22.2,13.5,2.8,0.41,7.9,0.8,0.8,21.1,6.5,50.888924,58.919483,0.23,0.072899997,0,0,1,0,3450
35.8,11.4,18.8,29.5,27,8.1,0.431,11.8,0.6,0.9,20.1,10,52.382908,62.159435,0.54000002,0.28220001,0,0,0,1,7126
30.8,7.4,17.2,29,18.5,11.9,0.416,8.4,1.6,1.1,11.9,29.4,50.53104,56.574017,0.28999999,0.3994,0,0,1,0,4075
34.7,6.6,18,30.5,20.1,11.4,0.424,12.8,0,0.4,18.2,23.4,49.755074,61.554375,0.50999999,0.56370002,0,0,0,1,7435
31.3,6.2,11.3,20.8,17,10,0.542,9,5.3,10.6,15.5,19.7,48.694073,52.558117,0.33000001,0.4497,0,0,1,0,4006
33.8,8.9,13.7,27,20.2,10.3,0.472,10.8,5.3,12.9,16.8,18,48.566914,47.312214,0.36000001,0.51499999,1,0,0,0,2804
35.5,5.9,14,26.5,17.7,7,0.457,7.1,1.8,1.4,20.6,6.2,49.509895,53.583382,0.25,0.081799999,0,0,0,1,3595
34.1,6.8,12.4,26.3,17.2,5.8,0.446,7,3,4.9,19.7,6.1,48.843628,51.887474,0.25,0.1182,0,1,0,0,3362
32.9,8.9,15,28.4,20.9,9.9,0.469,12,4,12.4,17,18.1,48.223061,44.958225,0.33000001,0.5223,0,0,1,0,3785
31.8,8.4,14.9,30.5,19.6,7.7,0.443,7.8,4.1,5.1,17.7,10.5,50.127903,49.20253,0.27000001,0.35609999,0,0,1,0,3494
29.7,6.9,13.1,26.1,17.4,5,0.438,7.8,4.8,2.9,15.3,5.5,50.046009,47.328304,0.23999999,0.069399998,0,1,0,0,2937
33.5,9.4,15.9,30.6,23.1,11.6,0.422,11.5,1.3,1.7,16.1,11.7,49.523018,48.561947,0.37,0.42320001,0,0,1,0,3790
35.5,12.2,18.9,38.2,30.1,12.6,0.428,12.7,2,25,16.6,7,48.217026,48.669659,0.25,0.72680002,0,0,1,0,3183
33.1,9.4,18,29.9,24.1,8.4,0.458,10.4,5.4,24.5,15.2,9.9,48.400925,46.515079,0.31,0.3761,0,1,0,0,2731
38.3,9.5,17.2,33.6,29.5,11.9,0.451,12.1,1.2,11.8,27,9.1,48.355499,57.452278,0.40000001,0.40189999,0,0,1,0,3633
28.3,8.9,15.8,24.6,17.8,9.1,0.527,14.1,3.9,45.4,12.1,10.9,47.44508,30.999748,0.41,0.59649998,1,0,0,0,2983
31,9.6,16.6,27.4,23.6,7.4,0.511,18.4,6.1,19.8,13.7,9.8,48.304157,37.791306,0.25999999,0.4729,0,0,1,0,2333
34.5,13.6,25.2,38.1,33.2,14.3,0.422,14.9,0.6,13.3,13.7,2.5,52.110878,48.065739,0.47,0.6803,0,1,0,0,3302
35.8,10.5,21.3,30,29.8,9.3,0.443,12.1,2.4,10.8,17,6.4,49.698345,51.018894,0.30000001,0.60759997,0,0,1,0,2134
35.5,11.2,26.7,37.3,34.1,20.4,0.449,21,0.6,20.1,17.8,4.1,54.987736,44.45472,0.41999999,0.92640001,0,0,0,1,2353
37.8,10.1,18.4,29.1,25,7.8,0.451,9.4,2.4,9.2,23.4,10.2,48.91692,50.454536,0.25,0.37130001,0,0,1,0,2222
34.3,7.9,16.5,24.5,22.7,11,0.488,12.3,3.5,27.5,16.3,29.8,48.69902,45.64719,0.27000001,0.5844,0,1,0,0,2946
40.4,14.6,24.8,36.9,40,23.1,0.457,20.3,0.1,12.9,19.2,5.7,55.124634,42.323063,0.44999999,0.84009999,0,0,0,1,3311
44.4,8,17.4,28.8,24.2,9.4,0.46,11.4,1.3,5.3,39.6,7.2,48.857605,56.442856,0.30000001,0.48890001,0,0,1,0,2116
45.1,8.8,19.2,29.8,32.5,11.6,0.452,15.2,1.7,2.8,36.3,5.6,48.546177,53.733929,0.30000001,0.60219997,0,0,1,0,1965
34.7,10.4,19.8,32.8,28.4,8.2,0.417,8.3,2.8,10.2,15.4,9.9,49.338474,57.139271,0.18000001,0.38029999,0,1,0,0,2726
38.6,6.5,13.9,23,21.5,12.9,0.526,9.4,1.2,6.6,31.6,27.9,49.251453,57.587067,0.37,0.46180001,0,0,1,0,2231
38.4,12.8,23.6,36.8,35.7,13.9,0.459,15.6,1,17.7,18.3,6.2,51.783672,47.351986,0.33000001,0.85960001,0,0,0,1,1958
38.9,12.3,24.7,31.5,34.6,26.5,0.44,21.8,0.3,12.5,21.7,31.5,56.461533,45.727089,0.41,0.96179998,0,0,0,1,2967
40.8,11.2,28.9,33.3,40.8,21.6,0.475,22.2,0.2,8.7,22.7,4,55.994938,52.746628,0.46000001,0.8994,0,0,0,1,2722
32.4,12.3,18.6,31.6,26.3,10.2,0.47,13.5,4.6,29.1,13.7,9.7,48.503609,45.117443,0.28999999,0.69199997,1,0,0,0,2818
33.7,11.7,19,29.4,27.9,9.5,0.445,15.5,2.9,21.7,16.6,5.6,49.493286,43.540195,0.28,0.48629999,0,0,1,0,3517
39.3,8.8,17.6,26.9,24.2,7.8,0.436,9.7,2.6,9.9,30,10.4,47.721786,54.755383,0.18000001,0.27990001,0,0,1,0,2504
39.1,9.2,24.6,35,30.4,19.3,0.506,19.2,0.7,13.7,22.7,5.4,57.014648,46.950981,0.47999999,0.80830002,0,0,0,1,2555
36,18,21.8,43.2,34.6,20.2,0.445,19.7,0.2,55.7,17.3,10.3,47.42627,41.601425,0.44,0.99010003,0,0,1,0,2300
39.1,12.8,23.8,37.5,33.5,14.6,0.427,15,0.2,5.6,20.3,5.8,52.44249,46.776531,0.43000001,0.75669998,0,0,1,0,2599
39.4,18.4,23.9,39.6,33.2,25.5,0.434,19.3,0.7,12.9,26.9,21.2,55.556377,48.063469,0.55000001,0.9048,0,0,0,1,2776
36.9,11.4,22.8,32.9,30.2,14.5,0.416,14,0.5,16.5,20.7,4.4,58.480995,49.179234,0.44999999,0.59200001,0,0,1,0,2816
37.4,13.4,26.4,39.8,36.1,27,0.468,32.5,0.1,33.6,17,9.4,58.65559,41.799072,0.41999999,0.99080002,0,0,0,1,1594
38.6,15,23.2,39.8,35.3,22.8,0.468,22.1,1,7.4,15.8,43.5,54.166821,49.525021,0.38,0.9831,0,0,0,1,3152
34.5,12.3,23.4,34.8,34.3,33.7,0.468,19.5,0.8,11,13.1,53.7,53.02956,47.646183,0.46000001,0.9939,0,0,0,1,3158
39.9,11.5,20.7,32.4,28.7,12.1,0.429,12.4,1.2,4.8,27.5,13.5,48.012753,53.30344,0.25,0.54900002,0,1,0,0,1537
41.8,10.6,18.8,31.6,31.8,14.3,0.486,15.8,1.4,9.3,35.2,20,48.687607,55.386456,0.38999999,0.87290001,0,0,1,0,3295
34.5,9.9,17.6,26,22.9,11.3,0.479,13.5,4,15.5,13.9,28.6,48.870335,47.116272,0.25999999,0.67009997,1,0,0,0,2277
39.5,12.2,27.2,35.7,35.7,21.3,0.453,20.1,0.9,6.8,19.8,2.8,54.271305,49.316414,0.44999999,0.93470001,0,0,0,1,3409
38.4,7.6,17.7,27.1,23.4,10.6,0.525,11.5,1.3,8.8,32.3,12.3,48.02356,51.998619,0.41999999,0.3962,0,0,1,0,2837
37.7,13.9,24.7,37.2,36.6,19.5,0.459,19.4,0.4,26.5,19.3,4.8,54.892063,45.978115,0.41,0.95829999,0,0,0,1,2891
39.1,11.5,20.8,35.3,25.1,18,0.46,17.6,0.2,34.3,22.9,4.1,52.48217,51.638538,0.37,0.57480001,0,0,1,0,2472
37.6,13.5,26.5,33.9,33,24.7,0.42,18,0.3,15.8,13.8,15.7,59.337734,45.611832,0.44,0.9806,0,0,0,1,2605
